,COS2-0,COS2-1,COS2-2,COS2-3,COS2-4,COS2-5,COS2-6,COS2-7,COS2-8,COS2-9,HOMO(eV),LUMO(eV),Mn(kg/mol),PDI,SC_INFO1,SC_INFO2,SC_INFO3,DELTA_Unnamed: 0,DELTA_Volume (Angstrom^3),DELTA_Overall surface area (kcal/mol),DELTA_Overall variance (sigma^2_tot) ((kcal/mol)^2),DELTA_Product of sigma^2_tot and nu ((kcal/mol)^2),DELTA_Internal charge separation (Pi) ( kcal/mol),DELTA_Molecular polarity index (MPI) ( kcal/mol),DELTA_Nonpolar surface area (|ESP| <= 10 kcal/mol)(Angstrom^2),DELTA_Polar surface area (|ESP| > 10 kcal/mol)(Angstrom^2),DELTA_Molecular planarity parameter (MPP) (Angtrom),DELTA_Span of deviation from plane (SDP) (Angstrom),DELTA_ODI(HOMO-2),DELTA_ODI(HOMO-1),DELTA_ODI(HOMO),DELTA_ODI(LUMO),DELTA_ODI(LUMO+1),DELTA_ODI(LUMO+2),DELTA_HOMO-2 (eV),DELTA_HOMO-1 (eV),DELTA_HOMO (eV),DELTA_LUMO (eV),DELTA_LUMO+1 (eV),DELTA_LUMO+2 (eV),DELTA_dipole (debye),VAR_Unnamed: 0,VAR_Volume (Angstrom^3),VAR_Overall surface area (kcal/mol),VAR_Overall variance (sigma^2_tot) ((kcal/mol)^2),VAR_Product of sigma^2_tot and nu ((kcal/mol)^2),VAR_Internal charge separation (Pi) ( kcal/mol),VAR_Molecular polarity index (MPI) ( kcal/mol),VAR_Nonpolar surface area (|ESP| <= 10 kcal/mol)(Angstrom^2),VAR_Polar surface area (|ESP| > 10 kcal/mol)(Angstrom^2),VAR_Molecular planarity parameter (MPP) (Angtrom),VAR_Span of deviation from plane (SDP) (Angstrom),VAR_ODI(HOMO-2),VAR_ODI(HOMO-1),VAR_ODI(HOMO),VAR_ODI(LUMO),VAR_ODI(LUMO+1),VAR_ODI(LUMO+2),VAR_HOMO-2 (eV),VAR_HOMO-1 (eV),VAR_HOMO (eV),VAR_LUMO (eV),VAR_LUMO+1 (eV),VAR_LUMO+2 (eV),VAR_dipole (debye),uh_pred,ue_pred
0,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,0.9366732963725931,-6.837539,-2.8508999824523924,30,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4395733,-5.4395733
1,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,-6.5478435,-2.5014155387878416,30,2,0,0,0,1.0,5.902699999999996,4.887199999999993,2.555099999999996,4.674199999999999,0.02499999999999858,0.14120000000000132,8.080000000000005,3.1899999999999977,1e-05,2.2e-05,12.669999999999998,0.010000000000001563,25.289999999999996,2.0199999999999996,0.010000000000001563,1.4600000000000009,0.6982445240000006,0.4560630640000003,0.04598726600000003,0.80545744,0.42041613,0.5102137500000001,2.1918,0.25,8.710466822499988,5.971180959999982,1.6321340024999949,5.462036409999998,0.00015624999999998225,0.004984360000000094,16.32160000000002,2.5440249999999964,2.5000000000000004e-11,1.21e-10,40.13222499999999,2.5000000000007818e-05,159.89602499999995,1.0200999999999996,2.5000000000007818e-05,0.5329000000000006,0.12188635382399685,0.051998379586267095,0.0005287071585386896,0.1621904219128384,0.04418743059104423,0.06507951767226566,1.2009968100000001,-5.92167,-5.92167
2,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,0.8636671606351728,0.9681525028560254,-6.6776066,-2.571519660949707,30,2,0,0,0,1.0,5.902699999999996,4.887199999999993,2.555099999999996,4.674199999999999,0.02499999999999858,0.14120000000000132,8.080000000000005,3.1899999999999977,1e-05,2.2e-05,12.669999999999998,0.010000000000001563,25.289999999999996,2.0199999999999996,0.010000000000001563,1.4600000000000009,0.6982445240000006,0.4560630640000003,0.04598726600000003,0.80545744,0.42041613,0.5102137500000001,2.1918,0.25,8.710466822499988,5.971180959999982,1.6321340024999949,5.462036409999998,0.00015624999999998225,0.004984360000000094,16.32160000000002,2.5440249999999964,2.5000000000000004e-11,1.21e-10,40.13222499999999,2.5000000000007818e-05,159.89602499999995,1.0200999999999996,2.5000000000007818e-05,0.5329000000000006,0.12188635382399685,0.051998379586267095,0.0005287071585386896,0.1621904219128384,0.04418743059104423,0.06507951767226566,1.2009968100000001,-5.957111,-5.957111
3,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,0.870683009698277,-6.3854666,-2.309824275970459,30,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8899436,-5.8899436
4,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,0.9369984293261282,-6.1454935,-2.468092131614685,30,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4599695,-5.4599695
5,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,-6.0369744,-2.4019097566604612,30,2,0,0,0,4.0,25.894999999999996,22.836600000000004,85.2578,15.383,2.421500000000001,2.546900000000001,31.520000000000003,8.689999999999998,0.36024599999999996,1.764869,0.5,9.340000000000003,4.050000000000001,2.129999999999999,28.300000000000004,0.6199999999999974,0.6342977339999987,1.0375706820000001,0.6555226259999998,1.3475085279999999,1.694725992,1.2049207920000002,0.9738,4.0,167.63775624999994,130.37757489000006,1817.2231152099998,59.15917225,1.465915562500001,1.621674902500001,248.37760000000006,18.87902499999999,0.032444295128999996,0.7786906467902501,0.0625,21.808900000000015,4.100625000000002,1.134224999999999,200.22250000000008,0.09609999999999921,0.10058340383938327,0.26913823003648635,0.10742747829948389,0.45394480825818173,0.718024046990096,0.36295852874847695,0.23707161,-5.6014023,-5.6014023
6,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,0.9060718770192279,0.938386033282337,-5.9961348,-2.3922138690948485,30,2,0,0,0,4.0,25.894999999999996,22.836600000000004,85.2578,15.383,2.421500000000001,2.546900000000001,31.520000000000003,8.689999999999998,0.36024599999999996,1.764869,0.5,9.340000000000003,4.050000000000001,2.129999999999999,28.300000000000004,0.6199999999999974,0.6342977339999987,1.0375706820000001,0.6555226259999998,1.3475085279999999,1.694725992,1.2049207920000002,0.9738,4.0,167.63775624999994,130.37757489000006,1817.2231152099998,59.15917225,1.465915562500001,1.621674902500001,248.37760000000006,18.87902499999999,0.032444295128999996,0.7786906467902501,0.0625,21.808900000000015,4.100625000000002,1.134224999999999,200.22250000000008,0.09609999999999921,0.10058340383938327,0.26913823003648635,0.10742747829948389,0.45394480825818173,0.718024046990096,0.36295852874847695,0.23707161,-5.5641227,-5.5641227
7,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,-6.5803914,-2.7380267858505247,30,2,0,0,0,5.0,3.223699999999994,3.928600000000003,8.383799999999994,5.1431000000000004,0.040500000000001535,0.2506000000000004,5.149999999999999,9.089999999999996,0.000367,0.0011979999999999998,0.6599999999999966,27.22,3.4599999999999973,3.9499999999999993,27.560000000000002,6.949999999999999,0.6666793000000002,0.034558478000000115,0.03673538999999959,0.6737542639999999,1.1260077320000001,1.687651028,1.4156,6.25,2.59806042249999,3.858474490000006,17.572025609999976,6.612869402500001,0.00041006250000003106,0.01570009000000005,6.630624999999997,20.657024999999983,3.367224999999999e-08,3.58801e-07,0.10889999999999887,185.23209999999997,2.9928999999999952,3.900624999999999,189.88840000000002,12.075624999999997,0.11111532226212256,0.000298572100419123,0.0003373722196130175,0.1134862020645454,0.31697335313094605,0.7120414980773643,0.50098084,-5.854179,-5.854179
8,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,0.9684562541894302,0.9273440917870123,-6.5520353,-2.759142446517944,30,2,0,0,0,5.0,3.223699999999994,3.928600000000003,8.383799999999994,5.1431000000000004,0.040500000000001535,0.2506000000000004,5.149999999999999,9.089999999999996,0.000367,0.0011979999999999998,0.6599999999999966,27.22,3.4599999999999973,3.9499999999999993,27.560000000000002,6.949999999999999,0.6666793000000002,0.034558478000000115,0.03673538999999959,0.6737542639999999,1.1260077320000001,1.687651028,1.4156,6.25,2.59806042249999,3.858474490000006,17.572025609999976,6.612869402500001,0.00041006250000003106,0.01570009000000005,6.630624999999997,20.657024999999983,3.367224999999999e-08,3.58801e-07,0.10889999999999887,185.23209999999997,2.9928999999999952,3.900624999999999,189.88840000000002,12.075624999999997,0.11111532226212256,0.000298572100419123,0.0003373722196130175,0.1134862020645454,0.31697335313094605,0.7120414980773643,0.50098084,-5.9037824,-5.9037824
9,0.9413914547335837,0.9344561111466301,0.9413914547335837,0.9344561111466301,0.9413914547335837,0.9344561111466301,0.9413914547335837,0.9344561111466301,0.9413914547335837,0.9344561111466301,-6.2759743,-2.663579988479614,30,2,0,0,0,6.0,6.139300000000006,5.476799999999997,68.6991,14.036,1.5660000000000007,1.9209000000000014,19.520000000000003,14.049999999999997,2.8999999999999997e-05,0.00011099999999999999,8.689999999999998,6.170000000000002,1.0299999999999976,2.6400000000000006,27.760000000000005,6.390000000000001,1.0615167139999997,0.6462707500000002,0.3912999319999999,0.9741681199999999,1.2949905259999999,1.0386591380000003,1.0221,9.0,9.422751122500017,7.498834559999993,1179.8915852025,49.252324,0.6130890000000007,0.9224642025000014,95.25760000000002,49.35062499999998,2.1024999999999995e-10,3.0802499999999996e-09,18.87902499999999,9.517225000000005,0.26522499999999877,1.7424000000000008,192.65440000000007,10.208025000000001,0.2817044335253393,0.1044164705763907,0.03827890919580114,0.23725088150608356,0.4192501156074391,0.26970320123772595,0.2611721025,-5.695888,-5.695888
